Gene	GMA2a	GMA2b	GMA2c	GMA2d	GMA2e	GMA3a	GMA3b	GMA3c	GMA3d	GMA3e	GMA4a	GMA4b	GMA4c	GMA4d	GMA4e	GMA2a.1	GMA2b.1	GMA2c.1	GMA2d.1	GMA2e.1	GMA3a.1	GMA3b.1	GMA3c.1	GMA3d.1	GMA3e.1	GMA4a.1	GMA4b.1	GMA4c.1	GMA4d.1	GMA4e.1
Gene	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24
11690 -0.2301398 -0.318857 -0.2397996 -0.3797454 -0.239253 -0.4134566 -0.4609884 -0.3335653 -0.3228037 -0.3926002 -0.3860778 -0.3679118 -0.2494806 -0.2418263 -0.3628518 -0.2301398 -0.318857 -0.2397996 -0.3797454 -0.239253 -0.4134566 -0.4609884 -0.3335653 -0.3228037 -0.3926002 -0.3860778 -0.3679118 -0.2494806 -0.2418263 -0.3628518
11692 -0.2374361 0.0968391 -0.3950023 -0.2389024 0.00985821 -0.4700174 -0.2267042 -0.2410405 -0.3317491 -0.2111929 -0.4726769 -0.2791108 -0.1522226 -0.3286024 -0.1880982 -0.2374361 0.0968391 -0.3950023 -0.2389024 0.00985821 -0.4700174 -0.2267042 -0.2410405 -0.3317491 -0.2111929 -0.4726769 -0.2791108 -0.1522226 -0.3286024 -0.1880982
11720 -0.0975177 -0.3466387 -0.1557739 -0.0135565 -0.3458259 -0.1564245 -0.2415148 -0.3346769 -0.2126197 -0.0969618 -0.2539248 -0.2189656 -0.1738056 -0.1509358 -0.2410137 -0.0975177 -0.3466387 -0.1557739 -0.0135565 -0.3458259 -0.1564245 -0.2415148 -0.3346769 -0.2126197 -0.0969618 -0.2539248 -0.2189656 -0.1738056 -0.1509358 -0.2410137
11732 -0.45999285 -0.3597008 -0.42945465 -0.51854255 -0.4352344 -0.29101995 -0.279637 -0.3185372 -0.32384375 -0.37473805 -0.19253645 -0.3552683 -0.37683325 -0.3276784 -0.34005375 -0.45999285 -0.3597008 -0.42945465 -0.51854255 -0.4352344 -0.29101995 -0.279637 -0.3185372 -0.32384375 -0.37473805 -0.19253645 -0.3552683 -0.37683325 -0.3276784 -0.34005375
11735 -1.402576417 -1.4559977 -1.428020703 -1.501948793 -1.495157567 -1.43179356 -1.534064743 -1.591059463 -1.470354477 -1.475054563 -1.423466287 -1.46247266 -1.552495567 -1.240358727 -1.592904973 -1.402576417 -1.4559977 -1.428020703 -1.501948793 -1.495157567 -1.43179356 -1.534064743 -1.591059463 -1.470354477 -1.475054563 -1.423466287 -1.46247266 -1.552495567 -1.240358727 -1.592904973
11736 -0.973032533 -0.854367867 -0.868678767 -0.897478367 -0.815598 -0.997400267 -0.901481567 -0.921413667 -0.978858733 -1.027372233 -1.032333667 -0.929182067 -0.938381567 -0.959330633 -0.857434733 -0.973032533 -0.854367867 -0.868678767 -0.897478367 -0.815598 -0.997400267 -0.901481567 -0.921413667 -0.978858733 -1.027372233 -1.032333667 -0.929182067 -0.938381567 -0.959330633 -0.857434733
11737 -0.1480732 -0.4449921 -0.2151371 -0.2855275 -0.3947802 -0.3856826 -0.5435983 -0.5202718 -0.2791323 -0.2930187 -0.472333 -0.3906169 -0.443238 -0.3950354 -0.6055444 -0.1480732 -0.4449921 -0.2151371 -0.2855275 -0.3947802 -0.3856826 -0.5435983 -0.5202718 -0.2791323 -0.2930187 -0.472333 -0.3906169 -0.443238 -0.3950354 -0.6055444
11744 -0.3137965 -0.4935094 -0.2180637 -0.4242742 -0.2361149 -0.4647485 -0.4181826 -0.4608181 -0.5659066 -0.3120551 -0.4358034 -0.3980168 -0.472527 -0.4097517 -0.4410754 -0.3137965 -0.4935094 -0.2180637 -0.4242742 -0.2361149 -0.4647485 -0.4181826 -0.4608181 -0.5659066 -0.3120551 -0.4358034 -0.3980168 -0.472527 -0.4097517 -0.4410754
11745 -0.7025575 -0.6634044 -0.8954705 -0.7353869 -0.7132828 -0.6727395 -0.7791444 -0.7499797 -0.7675022 -0.7436926 -0.8686399 -0.7853177 -0.6501491 -0.8663696 -0.7165375 -0.7025575 -0.6634044 -0.8954705 -0.7353869 -0.7132828 -0.6727395 -0.7791444 -0.7499797 -0.7675022 -0.7436926 -0.8686399 -0.7853177 -0.6501491 -0.8663696 -0.7165375
11746 -0.1836326 0.10468154 -0.0894072 0.08760269 0.07234402 -0.1470234 0.21474805 0.0768645 -0.0486739 -0.2248654 -0.1376698 0.00792021 0.12992893 -0.0190903 0.1643596 -0.1836326 0.10468154 -0.0894072 0.08760269 0.07234402 -0.1470234 0.21474805 0.0768645 -0.0486739 -0.2248654 -0.1376698 0.00792021 0.12992893 -0.0190903 0.1643596
11747 0.33407009 0.44819646 0.38035032 0.41058548 0.46081819 0.29632209 0.35582241 0.31952702 0.23727251 0.35318345 0.31840923 0.27297611 0.42239529 0.27355622 0.40156205 0.33407009 0.44819646 0.38035032 0.41058548 0.46081819 0.29632209 0.35582241 0.31952702 0.23727251 0.35318345 0.31840923 0.27297611 0.42239529 0.27355622 0.40156205
11749 -0.242916433 -0.17722888 -0.2583407 -0.255408067 -0.142896533 -0.304117783 -0.205769323 -0.17405321 -0.214594603 -0.280833177 -0.213326517 -0.17829855 -0.148288933 -0.220816457 -0.256536467 -0.242916433 -0.17722888 -0.2583407 -0.255408067 -0.142896533 -0.304117783 -0.205769323 -0.17405321 -0.214594603 -0.280833177 -0.213326517 -0.17829855 -0.148288933 -0.220816457 -0.256536467
11750 -0.608078808 -0.58503394 -0.598253495 -0.497604268 -0.52987931 -0.541197398 -0.580798765 -0.498211905 -0.533165578 -0.59103813 -0.515132645 -0.571893973 -0.565098768 -0.54880716 -0.6224291 -0.608078808 -0.58503394 -0.598253495 -0.497604268 -0.52987931 -0.541197398 -0.580798765 -0.498211905 -0.533165578 -0.59103813 -0.515132645 -0.571893973 -0.565098768 -0.54880716 -0.6224291
11757 0.03713897 -0.0499224 0.03741955 -0.019155 0.08947169 -0.1625012 -0.0543304 -0.1415869 -0.2615014 -0.3642901 -0.3155454 0.01789648 -0.0229761 -0.1342216 -0.017247 0.03713897 -0.0499224 0.03741955 -0.019155 0.08947169 -0.1625012 -0.0543304 -0.1415869 -0.2615014 -0.3642901 -0.3155454 0.01789648 -0.0229761 -0.1342216 -0.017247
11758 0.44530576 0.04938924 0.3253555 0.30588244 0.10145492 0.15372027 0.03061018 0.03897371 0.16460627 0.32110917 -0.0566766 0.15401622 0.11609449 0.22308078 0.12397372 0.44530576 0.04938924 0.3253555 0.30588244 0.10145492 0.15372027 0.03061018 0.03897371 0.16460627 0.32110917 -0.0566766 0.15401622 0.11609449 0.22308078 0.12397372
11765 -0.00054961 0.135968873 0.00210033 0.044392637 0.092684977 0.025589057 0.060276327 0.149399643 0.046489093 -0.023645087 0.085593817 0.02976549 0.093532733 -0.021294287 0.091700463 -0.00054961 0.135968873 0.00210033 0.044392637 0.092684977 0.025589057 0.060276327 0.149399643 0.046489093 -0.023645087 0.085593817 0.02976549 0.093532733 -0.021294287 0.091700463
11767 -0.4596594 -0.6556298 -0.3916341 -0.5994906 -0.4650854 -0.4679501 -0.6207305 -0.6001392 -0.5495529 -0.2228865 -0.5849473 -0.4935268 -0.4744278 -0.5101988 -0.4541037 -0.4596594 -0.6556298 -0.3916341 -0.5994906 -0.4650854 -0.4679501 -0.6207305 -0.6001392 -0.5495529 -0.2228865 -0.5849473 -0.4935268 -0.4744278 -0.5101988 -0.4541037
11768 0.11427269 -0.149823665 -0.106128715 -0.091296465 -0.18397463 -0.026703995 -0.242428035 -0.117653255 -0.0738635 0.14299321 0.010703125 -0.164548875 -0.19637711 -0.083839175 -0.18199946 0.11427269 -0.149823665 -0.106128715 -0.091296465 -0.18397463 -0.026703995 -0.242428035 -0.117653255 -0.0738635 0.14299321 0.010703125 -0.164548875 -0.19637711 -0.083839175 -0.18199946
11769 1.57214962 1.53381234 1.5905218 1.56446032 1.52785078 1.59829147 1.50932419 1.59854303 1.55697335 1.57972605 1.6967378 1.52075173 1.32368481 1.50782275 1.60145666 1.57214962 1.53381234 1.5905218 1.56446032 1.52785078 1.59829147 1.50932419 1.59854303 1.55697335 1.57972605 1.6967378 1.52075173 1.32368481 1.50782275 1.60145666
11771 0.63522638 0.64036789 0.68145481 0.50925736 0.20357249 0.63153028 0.59179002 0.44322715 0.79516078 0.55202135 0.45831136 0.52565243 0.5163736 0.7228263 0.41289494 0.63522638 0.64036789 0.68145481 0.50925736 0.20357249 0.63153028 0.59179002 0.44322715 0.79516078 0.55202135 0.45831136 0.52565243 0.5163736 0.7228263 0.41289494
11772 0.117375755 -0.01258396 -0.04351622 -0.085333195 0.076168175 -0.16983636 -0.13529499 -0.117064695 -0.27148106 -0.01384828 -0.28061532 -0.175233055 -0.025939085 -0.25707638 -0.1187682 0.117375755 -0.01258396 -0.04351622 -0.085333195 0.076168175 -0.16983636 -0.13529499 -0.117064695 -0.27148106 -0.01384828 -0.28061532 -0.175233055 -0.025939085 -0.25707638 -0.1187682
11773 -0.4266659 -0.51976925 -0.6310553 -0.46961485 -0.37905815 -0.5135765 -0.4861778 -0.51581525 -0.5340903 -0.36993965 -0.50340165 -0.4721483 -0.4336786 -0.5117185 -0.4974191 -0.4266659 -0.51976925 -0.6310553 -0.46961485 -0.37905815 -0.5135765 -0.4861778 -0.51581525 -0.5340903 -0.36993965 -0.50340165 -0.4721483 -0.4336786 -0.5117185 -0.4974191
11774 0.409230097 0.448360107 0.336067877 0.441439903 0.478514143 0.42471059 0.414495253 0.412770657 0.352255727 0.403677197 0.43567162 0.438470607 0.439178063 0.305507663 0.424984663 0.409230097 0.448360107 0.336067877 0.441439903 0.478514143 0.42471059 0.414495253 0.412770657 0.352255727 0.403677197 0.43567162 0.438470607 0.439178063 0.305507663 0.424984663
11775 -0.0298211 -0.0160675 -0.0476715 -0.0542432 0.01324618 -0.0936805 0.05831136 0.15768455 0.08716377 -0.0599282 -0.0702643 -0.0205179 0.03793877 0.00705894 0.08154017 -0.0298211 -0.0160675 -0.0476715 -0.0542432 0.01324618 -0.0936805 0.05831136 0.15768455 0.08716377 -0.0599282 -0.0702643 -0.0205179 0.03793877 0.00705894 0.08154017
11776 0.33490997 0.06833651 0.18700772 0.31956085 0.14712261 0.19792792 0.15346248 0.14590478 0.25690301 0.33309604 0.19129859 0.13899959 0.22013937 0.23989729 0.09503788 0.33490997 0.06833651 0.18700772 0.31956085 0.14712261 0.19792792 0.15346248 0.14590478 0.25690301 0.33309604 0.19129859 0.13899959 0.22013937 0.23989729 0.09503788
11777 -2.8652718 -2.6805101 -2.810542 -2.8501399 -2.5625059 -2.9888314 -2.4280323 -2.9480089 -2.6457308 -2.890586 -2.8619982 -2.5035688 -2.5061252 -2.5372861 -2.6023334 -2.8652718 -2.6805101 -2.810542 -2.8501399 -2.5625059 -2.9888314 -2.4280323 -2.9480089 -2.6457308 -2.890586 -2.8619982 -2.5035688 -2.5061252 -2.5372861 -2.6023334
11778 0.31695543 -0.0529798 0.47161802 0.3927253 0.27994779 0.08133509 0.20072096 0.01930179 0.35750648 0.48386291 0.0914847 0.20885826 0.17007497 0.23047067 0.1299354 0.31695543 -0.0529798 0.47161802 0.3927253 0.27994779 0.08133509 0.20072096 0.01930179 0.35750648 0.48386291 0.0914847 0.20885826 0.17007497 0.23047067 0.1299354
11782 -0.0977857 0.10894492 0.01079152 0.1488482 0.1481328 -0.0197092 0.0853486 0.05064673 0.06660471 -0.0492199 -0.094335 0.15453833 0.17192588 0.07685835 -0.0299243 -0.0977857 0.10894492 0.01079152 0.1488482 0.1481328 -0.0197092 0.0853486 0.05064673 0.06660471 -0.0492199 -0.094335 0.15453833 0.17192588 0.07685835 -0.0299243
11787 0.089624702 0.086071467 0.162298648 0.040618228 0.189392057 -0.012668795 0.006094898 0.039804412 0.059336388 0.061935847 -0.021304982 0.074974448 0.072151727 0.027227948 0.035116647 0.089624702 0.086071467 0.162298648 0.040618228 0.189392057 -0.012668795 0.006094898 0.039804412 0.059336388 0.061935847 -0.021304982 0.074974448 0.072151727 0.027227948 0.035116647
11789 -0.5045879 -0.6525895 -0.5964753 -0.6088091 -0.7546517 -0.6283726 -0.7985085 -0.5564109 -0.6200573 -0.5677358 -0.5574561 -0.597237 -0.679655 -0.5705508 -0.5953683 -0.5045879 -0.6525895 -0.5964753 -0.6088091 -0.7546517 -0.6283726 -0.7985085 -0.5564109 -0.6200573 -0.5677358 -0.5574561 -0.597237 -0.679655 -0.5705508 -0.5953683
11790 -1.4859206 -1.214208 -1.8744547 -2.1215835 -1.7949691 -1.6642078 -2.4532214 -1.47657 -1.8320471 -1.5271555 -1.6624902 -1.9986349 -1.5999513 -1.935688 -2.1626269 -1.4859206 -1.214208 -1.8744547 -2.1215835 -1.7949691 -1.6642078 -2.4532214 -1.47657 -1.8320471 -1.5271555 -1.6624902 -1.9986349 -1.5999513 -1.935688 -2.1626269
11792 -1.151415 -1.1019584 -1.0035423 -0.9210419 -1.2325357 -1.1847307 -0.9562863 -1.1929514 -0.793899 -1.0630614 -1.0970171 -1.0926096 -1.0154538 -1.0210377 -1.1988447 -1.151415 -1.1019584 -1.0035423 -0.9210419 -1.2325357 -1.1847307 -0.9562863 -1.1929514 -0.793899 -1.0630614 -1.0970171 -1.0926096 -1.0154538 -1.0210377 -1.1988447
11793 1.48402387 1.20450951 1.26395317 1.52083512 1.55460488 1.57765476 1.01765878 1.07828431 1.35001421 1.82330087 1.3059395 1.16760041 0.99096562 1.25167783 1.23478665 1.48402387 1.20450951 1.26395317 1.52083512 1.55460488 1.57765476 1.01765878 1.07828431 1.35001421 1.82330087 1.3059395 1.16760041 0.99096562 1.25167783 1.23478665
11796 1.11286569 0.8369809 1.01263309 1.01305849 0.95306079 1.14521961 0.90267373 0.94677408 1.15037748 0.99024325 1.06859786 0.91754735 0.89467566 1.0727295 0.89815378 1.11286569 0.8369809 1.01263309 1.01305849 0.95306079 1.14521961 0.90267373 0.94677408 1.15037748 0.99024325 1.06859786 0.91754735 0.89467566 1.0727295 0.89815378
11798 -1.3615243 -1.41005235 -1.44739005 -1.2239597 -1.43252455 -1.2810538 -1.060825 -1.1747899 -1.20050765 -1.47008535 -1.1805503 -1.2799962 -1.37107255 -1.25510935 -1.2526937 -1.3615243 -1.41005235 -1.44739005 -1.2239597 -1.43252455 -1.2810538 -1.060825 -1.1747899 -1.20050765 -1.47008535 -1.1805503 -1.2799962 -1.37107255 -1.25510935 -1.2526937
11799 -1.4353462 -1.440765 -1.212406 -1.4627865 -1.1906957 -1.3541928 -1.2379829 -1.3355344 -1.4499727 -1.4229984 -1.4986268 -1.3326201 -1.4748969 -1.4202656 -1.2108151 -1.4353462 -1.440765 -1.212406 -1.4627865 -1.1906957 -1.3541928 -1.2379829 -1.3355344 -1.4499727 -1.4229984 -1.4986268 -1.3326201 -1.4748969 -1.4202656 -1.2108151
11800 -0.53745535 -0.4265962 -0.4526429 -0.18293512 -0.4054674 -0.3406549 -0.20391306 -0.312406085 -0.33312844 -0.5854263 -0.236336795 -0.08833896 -0.4248637 -0.46813585 -0.33237249 -0.53745535 -0.4265962 -0.4526429 -0.18293512 -0.4054674 -0.3406549 -0.20391306 -0.312406085 -0.33312844 -0.5854263 -0.236336795 -0.08833896 -0.4248637 -0.46813585 -0.33237249
11804 0.196367373 0.166527317 0.19198955 0.192719377 0.102930633 0.275838153 0.20677708 0.147845503 0.253612937 0.214660997 0.236410157 0.158000457 0.125298763 0.17195674 0.132109117 0.196367373 0.166527317 0.19198955 0.192719377 0.102930633 0.275838153 0.20677708 0.147845503 0.253612937 0.214660997 0.236410157 0.158000457 0.125298763 0.17195674 0.132109117
11806 0.45160938 0.58940439 0.77554711 0.7943352 0.33081699 0.48087291 0.51718079 0.41807842 0.46695185 0.97865447 0.51226548 0.53629684 0.23406447 0.53166938 0.37651103 0.45160938 0.58940439 0.77554711 0.7943352 0.33081699 0.48087291 0.51718079 0.41807842 0.46695185 0.97865447 0.51226548 0.53629684 0.23406447 0.53166938 0.37651103
11810 1.144689455 1.003013535 0.961961945 1.21585018 1.163341605 1.168027635 0.991759655 0.97217206 1.09325679 1.29100771 1.09884223 1.058734635 0.93797516 1.059506585 1.076598795 1.144689455 1.003013535 0.961961945 1.21585018 1.163341605 1.168027635 0.991759655 0.97217206 1.09325679 1.29100771 1.09884223 1.058734635 0.93797516 1.059506585 1.076598795
11819 -0.229059985 -0.352260965 -0.20312019 -0.16413792 -0.36291388 -0.13083774 -0.31046294 -0.371439365 -0.360420615 -0.13535248 -0.334468275 -0.26896018 -0.308002345 -0.33108327 -0.27984227 -0.229059985 -0.352260965 -0.20312019 -0.16413792 -0.36291388 -0.13083774 -0.31046294 -0.371439365 -0.360420615 -0.13535248 -0.334468275 -0.26896018 -0.308002345 -0.33108327 -0.27984227
11834 1.0108184 0.71438299 0.95230209 1.00625272 0.53529463 0.77555647 0.66715012 0.66390832 0.81004836 0.84043351 0.84656012 0.72366313 0.85512296 0.97332293 0.58694808 1.0108184 0.71438299 0.95230209 1.00625272 0.53529463 0.77555647 0.66715012 0.66390832 0.81004836 0.84043351 0.84656012 0.72366313 0.85512296 0.97332293 0.58694808
11837 0.989250293 0.857376523 1.013434055 0.86825934 1.01248085 0.786135635 0.724425318 0.748095453 0.766560453 1.002822343 0.567037643 0.871420775 0.931397493 0.805175608 0.840423408 0.989250293 0.857376523 1.013434055 0.86825934 1.01248085 0.786135635 0.724425318 0.748095453 0.766560453 1.002822343 0.567037643 0.871420775 0.931397493 0.805175608 0.840423408
11842 -1.1945236 -1.1003795 -1.0416502 -0.9198534 -1.2896166 -1.1337142 -1.2319915 -1.2802728 -0.5545308 -1.6213404 -1.14404 -1.1615005 -1.172855 -1.3307242 -1.0452254 -1.1945236 -1.1003795 -1.0416502 -0.9198534 -1.2896166 -1.1337142 -1.2319915 -1.2802728 -0.5545308 -1.6213404 -1.14404 -1.1615005 -1.172855 -1.3307242 -1.0452254
11843 0.10892296 0.24108272 0.19704446 -0.0260464 0.32882281 -0.0261226 0.17678873 0.00523348 0.12882503 -0.0138082 -0.1054298 0.15978459 0.3062681 0.00961146 0.19755465 0.10892296 0.24108272 0.19704446 -0.0260464 0.32882281 -0.0261226 0.17678873 0.00523348 0.12882503 -0.0138082 -0.1054298 0.15978459 0.3062681 0.00961146 0.19755465
11847 -0.1436493 0.20573951 0.14829368 0.0725104 0.29784645 -0.0044309 0.21869048 0.1716019 0.0453886 -0.1220021 0.03375643 0.14370281 0.30699703 0.05973571 0.2222 -0.1436493 0.20573951 0.14829368 0.0725104 0.29784645 -0.0044309 0.21869048 0.1716019 0.0453886 -0.1220021 0.03375643 0.14370281 0.30699703 0.05973571 0.2222
11848 0.057422 -0.074890743 0.111078753 -0.04524833 0.058696137 -0.116049797 -0.091671007 -0.077462353 0.01277511 -0.018710723 -0.203694907 -0.070315287 0.020709713 0.071572047 -0.01614861 0.057422 -0.074890743 0.111078753 -0.04524833 0.058696137 -0.116049797 -0.091671007 -0.077462353 0.01277511 -0.018710723 -0.203694907 -0.070315287 0.020709713 0.071572047 -0.01614861
11852 -0.1687813 -0.3179059 -0.0099948 -0.0601807 -0.2562283 -0.3182476 -0.3130776 -0.3218217 -0.1725212 0.10681219 -0.3773666 -0.1543665 -0.2464894 -0.2176049 -0.2045013 -0.1687813 -0.3179059 -0.0099948 -0.0601807 -0.2562283 -0.3182476 -0.3130776 -0.3218217 -0.1725212 0.10681219 -0.3773666 -0.1543665 -0.2464894 -0.2176049 -0.2045013
11854 1.28248905 1.52030753 1.24087789 1.29610159 1.42192614 1.49495766 1.5012831 1.45523223 1.38893079 1.45276638 1.568119 1.44276737 1.33122486 1.36227322 1.49158241 1.28248905 1.52030753 1.24087789 1.29610159 1.42192614 1.49495766 1.5012831 1.45523223 1.38893079 1.45276638 1.568119 1.44276737 1.33122486 1.36227322 1.49158241
11855 -2.8652718 -2.6805101 -2.810542 -2.8791195 -4.394005 -2.6210983 -2.4280323 -3.5360907 -2.6457308 -2.7607328 -2.8619982 -2.5035688 -2.5061252 -2.5372861 -3.704216 -2.8652718 -2.6805101 -2.810542 -2.8791195 -4.394005 -2.6210983 -2.4280323 -3.5360907 -2.6457308 -2.7607328 -2.8619982 -2.5035688 -2.5061252 -2.5372861 -3.704216
11861 0.17145606 0.28884939 0.14789326 -0.0330517 0.47316602 -0.064413 0.18708719 0.25268348 -0.0416226 0.02963073 -0.234869 0.16806256 0.35392513 0.10810277 0.20740976 0.17145606 0.28884939 0.14789326 -0.0330517 0.47316602 -0.064413 0.18708719 0.25268348 -0.0416226 0.02963073 -0.234869 0.16806256 0.35392513 0.10810277 0.20740976
11863 -0.0239562 -0.1762967 -0.053945 0.0596037 -0.1017433 -0.0044306 0.08605967 0.04539743 -0.024458 0.05333802 0.22259602 0.09803266 -0.0884978 -0.0038082 0.13543401 -0.0239562 -0.1762967 -0.053945 0.0596037 -0.1017433 -0.0044306 0.08605967 0.04539743 -0.024458 0.05333802 0.22259602 0.09803266 -0.0884978 -0.0038082 0.13543401
11864 -0.768976 -1.0571679 -0.8636684 -1.7388593 -0.6826555 -0.891138 -1.1884396 -1.0482055 -0.6379523 -0.9357493 -0.7700316 -1.038241 -1.1966494 -0.6689091 -1.1232141 -0.768976 -1.0571679 -0.8636684 -1.7388593 -0.6826555 -0.891138 -1.1884396 -1.0482055 -0.6379523 -0.9357493 -0.7700316 -1.038241 -1.1966494 -0.6689091 -1.1232141
11867 -0.5664983 -0.3986705 -0.3124488 -0.4088084 -0.4386535 -0.4924456 -0.5590485 -0.5283112 -0.463755 -0.3164711 -0.6174363 -0.5460096 -0.4804702 -0.5023331 -0.4444057 -0.5664983 -0.3986705 -0.3124488 -0.4088084 -0.4386535 -0.4924456 -0.5590485 -0.5283112 -0.463755 -0.3164711 -0.6174363 -0.5460096 -0.4804702 -0.5023331 -0.4444057
11883 -0.5356362 -0.4771735 -0.4965083 -0.535077 -0.4015407 -0.4663074 -0.5491889 -0.5526984 -0.4906282 -0.4529533 -0.5810708 -0.5590818 -0.4366155 -0.5186695 -0.5770918 -0.5356362 -0.4771735 -0.4965083 -0.535077 -0.4015407 -0.4663074 -0.5491889 -0.5526984 -0.4906282 -0.4529533 -0.5810708 -0.5590818 -0.4366155 -0.5186695 -0.5770918
11886 0.29575517 0.41096274 0.27478908 0.35535251 0.27535808 0.33579692 0.41503413 0.49102079 0.40617539 0.39368914 0.47998575 0.42425622 0.32782207 0.37055293 0.35897642 0.29575517 0.41096274 0.27478908 0.35535251 0.27535808 0.33579692 0.41503413 0.49102079 0.40617539 0.39368914 0.47998575 0.42425622 0.32782207 0.37055293 0.35897642
11891 1.06524293 1.17076046 1.10006182 1.21473111 1.16628241 1.23829598 1.27177696 1.24858451 1.09405713 1.18951565 1.40888188 1.26851537 1.06566889 1.17596161 1.22333262 1.06524293 1.17076046 1.10006182 1.21473111 1.16628241 1.23829598 1.27177696 1.24858451 1.09405713 1.18951565 1.40888188 1.26851537 1.06566889 1.17596161 1.22333262
11907 0.20023782 0.07592693 0.20575039 -0.1097414 0.23422003 -0.0374782 -0.0111074 0.11354231 0.19882548 0.09647162 -0.0867731 0.07984686 0.06555606 0.24099003 0.13223389 0.20023782 0.07592693 0.20575039 -0.1097414 0.23422003 -0.0374782 -0.0111074 0.11354231 0.19882548 0.09647162 -0.0867731 0.07984686 0.06555606 0.24099003 0.13223389
11909 -0.1966586 0.034921035 0.072651845 0.03447157 0.03785302 0.005825735 0.111458555 -0.11342899 0.06746441 0.051219665 -0.09101547 -0.04794028 0.059424115 0.10462271 0.054028115 -0.1966586 0.034921035 0.072651845 0.03447157 0.03785302 0.005825735 0.111458555 -0.11342899 0.06746441 0.051219665 -0.09101547 -0.04794028 0.059424115 0.10462271 0.054028115
11910 -0.5884241 -0.6846879 -0.7234993 -0.8087567 -0.6737019 -0.7461511 -0.9247829 -0.7755234 -0.6165768 -0.509044 -0.6394145 -0.8325485 -0.9086631 -0.7072863 -0.8775042 -0.5884241 -0.6846879 -0.7234993 -0.8087567 -0.6737019 -0.7461511 -0.9247829 -0.7755234 -0.6165768 -0.509044 -0.6394145 -0.8325485 -0.9086631 -0.7072863 -0.8775042
11911 1.31031142 1.18913002 1.15187612 1.31611946 1.27038352 1.21295853 1.28864951 1.20035143 1.31297389 1.29562369 1.25213673 1.36892557 1.22848168 1.15741138 1.28734612 1.31031142 1.18913002 1.15187612 1.31611946 1.27038352 1.21295853 1.28864951 1.20035143 1.31297389 1.29562369 1.25213673 1.36892557 1.22848168 1.15741138 1.28734612
11920 -0.42837648 -0.414411505 -0.346933015 -0.161310425 -0.372217865 -0.24750474 -0.180838795 -0.240554555 -0.2663254 -0.422556875 -0.22767154 -0.28804974 -0.3233409 -0.227995195 -0.30489136 -0.42837648 -0.414411505 -0.346933015 -0.161310425 -0.372217865 -0.24750474 -0.180838795 -0.240554555 -0.2663254 -0.422556875 -0.22767154 -0.28804974 -0.3233409 -0.227995195 -0.30489136
11927 -0.910373 -0.9841727 -1.002025 -1.160581 -1.0612024 -0.9448883 -1.0441183 -0.8989284 -1.0079851 -1.0206201 -0.9713887 -1.0928489 -0.9760246 -1.123351 -1.0170447 -0.910373 -0.9841727 -1.002025 -1.160581 -1.0612024 -0.9448883 -1.0441183 -0.8989284 -1.0079851 -1.0206201 -0.9713887 -1.0928489 -0.9760246 -1.123351 -1.0170447
11928 -0.5601748 -0.46534935 -0.5626426 -0.59488585 -0.58323745 -0.5185203 -0.40842035 -0.49512215 -0.2402263 -0.60580255 -0.5523113 -0.4066626 -0.473472 -0.417084 -0.43202545 -0.5601748 -0.46534935 -0.5626426 -0.59488585 -0.58323745 -0.5185203 -0.40842035 -0.49512215 -0.2402263 -0.60580255 -0.5523113 -0.4066626 -0.473472 -0.417084 -0.43202545
11931 0.838746895 0.942271055 0.85228422 0.92316528 0.94206729 0.827610675 1.024408425 1.00940016 0.97009852 0.81665611 1.084577115 0.937713435 0.923523485 0.95003871 1.012796515 0.838746895 0.942271055 0.85228422 0.92316528 0.94206729 0.827610675 1.024408425 1.00940016 0.97009852 0.81665611 1.084577115 0.937713435 0.923523485 0.95003871 1.012796515
11932 -1.3650538 -1.2379753 -1.4087193 -1.5457146 -1.4769346 -1.4223771 -1.5337868 -1.4376166 -1.6286674 -1.498999 -1.4377982 -1.6427233 -2.5220209 -1.6373921 -1.6032831 -1.3650538 -1.2379753 -1.4087193 -1.5457146 -1.4769346 -1.4223771 -1.5337868 -1.4376166 -1.6286674 -1.498999 -1.4377982 -1.6427233 -2.5220209 -1.6373921 -1.6032831
