Gene	AdFA2a	AdFA2b	AdFA2c	AdFA2d	AdFA2e	AdFA3a	AdFA3b	AdFA3c	AdFA3d	AdFA3e	AdFA4a	AdFA4b	AdFA4c	AdFA4d	AdFA4e	AdMA2a	AdMA2b	AdMA2c	AdMA2d	AdMA2e	AdMA3a	AdMA3b	AdMA3c	AdMA3d	AdMA3e	AdMA4a	AdMA4b	AdMA4c	AdMA4d	AdMA4e
98496 -0.0141266 0.00370803 0.07133056 -0.1527924 0.05039028 -0.1169629 -0.1639508 -0.0630616 -0.0805111 -0.0707121 -0.3279841 -0.1242494 -0.2171645 -0.0979102 -0.6169832 -0.1989273 -0.3204867 -0.1684039 -0.143267 0.17696334 -0.232372 -0.129259 -0.1009371 -0.0245922 0.00293281 -0.3370641 -0.1066343 -0.0776935 -0.0711252 -0.2508854
98511 -1.3658084 -1.2064148 -2.7111977 -2.2555637 -2.148982 -1.4370009 -2.8572976 -3.0641957 -2.6452945 -2.2714691 -2.7227759 -2.6779495 -2.9798756 -2.3473805 -2.6664677 -1.7844296 -2.3773579 -2.0343632 -1.6765937 -3.0768429 -2.9673039 -1.5303628 -2.9556408 -2.9386086 -4.1402774 -1.8746564 -2.6640305 -2.9723355 -1.0181299 -1.144735
98582 -0.401169882 -0.399360108 -0.456979028 -0.3491921 -0.317503512 -0.480608904 -0.43852645 -0.283547634 -0.388450498 -0.510664184 -0.580020814 -0.503920754 -0.290153454 -0.496318964 -0.407783258 -0.536318064 -0.49011652 -0.46618298 -0.493992912 -0.611982628 -0.230012134 -0.411185346 -0.38077297 -0.37195713 -0.651683876 -0.263474698 -0.579104272 -0.243294212 -0.241653766 -0.254704206
98685 1.77261645 1.69049664 1.775596 1.92081123 1.85897779 1.64520158 1.62500817 1.67909363 1.89364751 1.84624719 1.79547134 1.67357963 1.88323551 1.92318106 1.80544438 1.75952037 1.68679337 1.9263783 1.93547023 1.82205633 1.90995613 1.74706706 1.69572092 1.87401982 1.92076738 1.53844253 1.82469567 1.64514616 1.75506805 1.95898925
98711 0.02255568 -0.17513802 0.00339023 -0.042757185 0.11512008 0.01511493 -0.11206001 -0.05609677 0.00522607 -0.192606835 -0.107478445 0.034784155 -0.06313039 -0.04899886 -0.29433309 -0.23733807 -0.13041164 -0.112293725 -0.042525915 -0.06242776 -0.08895324 -0.127439355 -0.14534965 -0.10334694 -0.02139026 -0.06155048 -0.099095535 -0.052005505 -0.18569871 -0.06209432
98733 -0.799953 -0.6788215 -1.0308598 -1.2339099 -0.9999505 -0.5339986 -0.7022148 -0.6635279 -1.2348804 -1.0147751 -0.5924521 -0.9244985 -1.1946735 -0.8721333 -0.6326072 -0.4804445 -0.7141023 -1.0534547 -1.4276809 -1.3023496 -1.0557178 -0.7635403 -1.1331375 -1.1644076 -1.3243954 -0.490141 -1.0208101 -0.7504437 -0.6592877 -1.1948125
98736 -1.1452322 -0.9394799 -1.040523 -0.9130535 -1.187126 -1.0764319 -1.1084829 -1.3847975 -1.1277995 -1.0492482 -1.005272 -1.0170365 -0.9264348 -0.990214 -0.9756809 -0.6527417 -1.0486148 -0.6286052 -1.1289252 -1.0118454 -0.9601266 -1.178992 -0.9379934 -1.0340692 -0.5995332 -1.2618135 -1.1802036 -0.9193958 -1.1289161 -1.6340721
98752 -0.612208 -0.6410082 -0.452622 -0.4072424 -0.521072 -0.4387616 -0.9422911 -0.6029122 -0.7279849 -0.577204 -0.634164 -0.5319991 -1.0252044 -0.5458246 -0.6434744 -0.415615 -0.5752691 -0.4798724 -0.6591084 -0.5047788 -0.7570257 -0.7762041 -0.6205598 -0.843307 -0.5548079 -0.7816633 -0.5942927 -0.5878639 -0.7427986 -0.6373497
98766 -1.6459736 -1.021158 -1.5216713 -2.2377296 -1.7215399 -1.9783339 -1.585162 -2.1457956 -1.4383771 -1.6380935 -1.6289677 -2.0365352 -2.0634444 -1.8211672 -1.9143482 -1.634312 -1.6103738 -1.7138495 -1.5113821 -3.0768429 -1.0768723 -2.0618701 -2.2948711 -2.2419685 -1.8352168 -1.4825287 -1.9134462 -1.5402296 -2.170183 -2.0678591
98845 -0.5264214 -0.5785732 -0.4806616 -0.7386242 -0.6440226 -0.6366181 -0.2367559 -0.4243428 -0.3521201 -0.5978609 -0.3621548 -0.4414549 -0.4650535 -0.3747545 -0.3699596 -0.4161998 -0.6580453 -0.4428219 -0.6356163 -0.5584012 -0.5675187 -0.5516083 -0.5140599 -0.4685805 -0.4611657 -0.9108565 -0.8739395 -0.395691 -0.5786465 -0.6161731
98878 0.670840677 0.64482151 0.76533134 0.748060683 0.777328047 0.65018365 0.592850893 0.646084617 0.89031583 0.59550698 0.597980607 0.684554083 0.790548623 0.829477813 0.660954353 0.587975257 0.672108613 0.819273313 0.883395703 0.811119453 0.818861573 0.707293033 0.61828866 0.726737947 0.82608186 0.56389816 0.74278742 0.640202507 0.723695293 0.836552973
98932 -0.3054167 -0.3352144 -0.1743128 -0.2664861 -0.2202236 -0.11824 -0.2592652 -0.2648673 -0.311641 -0.0595732 -0.0514792 -0.086028 -0.0229274 -0.2349398 -0.1019456 -0.1375952 -0.0680002 0.10950647 -0.3034957 -0.2365423 -0.1513138 -0.235019 -0.0040263 -0.2112478 -0.0426867 0.07363833 -0.1292499 -0.0904448 -0.0142764 -0.0017393
98956 -1.2128872 -1.3301169 -1.1082645 -1.1415209 -1.3227212 -1.1231962 -1.466823 -1.2196627 -1.2710482 -0.9050892 -0.188515 -0.767766 -0.8956008 -0.7667645 -0.8051764 -0.4773472 -1.101785 -0.8727007 -0.5695776 -1.2302442 -0.9209359 -1.6478266 -1.1127385 -0.7665948 -0.6969345 -1.1677611 -1.6021577 -1.2809616 -1.5762694 -1.2398614
98999 0.042952345 -0.05152225 0.150417845 -0.125812415 -0.08780553 0.001823845 0.03250625 -0.189064025 -0.094863795 0.01580767 -0.125116855 0.04167728 0.18965693 0.025060655 -0.028601105 -0.048562005 -0.052338725 0.004345675 -0.4324282 -0.007590215 -0.420040565 -0.159543455 -0.072272185 -0.09812826 -0.07614036 0.129514565 0.09622331 -0.08055534 -0.27057704 -0.2848807
99003 -0.3905146 -0.3764106 -0.2519011 -0.4110958 -0.2862413 -0.4861568 -0.6383502 -0.6487375 -0.2399509 -0.4093624 -0.6693091 -0.6356361 -0.7941157 -0.4180819 -0.5688049 -0.5035708 -0.4361188 -0.278338 -0.3417295 -0.2883405 -0.3020122 -0.7818953 -0.5824365 -0.33527 -0.2672031 -0.5225118 -0.370918 -0.3612996 -0.3626562 -0.435295
99010 -1.1615876 -0.7556271 -1.0072734 -1.2509358 -1.1829683 -1.3323208 -1.3776014 -1.470391 -1.2260761 -1.354756 -1.1913665 -0.6882618 -0.9004599 -0.9023236 -0.7612336 -0.5651011 -0.9513176 -1.433745 -0.920461 -1.238836 -1.1507002 -1.3245235 -1.3096328 -1.2504401 -1.0750441 -0.468327 -1.2004779 -1.2255853 -2.0436846 -1.4022191
99031 -0.6662287 -0.3388297 -0.3661616 -0.1072475 -0.7090405 -0.510069 -0.3971051 -0.4531153 -0.3710768 -0.4799465 -0.4896189 -0.4799258 -0.4104576 -0.17916 -0.4029662 -0.4995288 -0.6074287 -0.5999038 -0.350179 -0.4516816 -0.5280321 -0.3803102 -0.2173392 -0.2461421 -0.3779806 -0.5138297 -0.3714067 -0.4798425 -0.5190041 -0.2152415
99138 -0.0213007 0.00355646 0.11117845 -0.2412465 -0.1415903 -0.1822836 -0.0932208 0.24235927 -0.0638393 0.07142715 -0.5041731 -0.1242235 -0.2219691 -0.2680442 -0.2329494 -0.291103 0.02583391 -0.0193447 -0.335814 -0.209433 -0.2325255 -0.2463134 -0.1372578 -0.2651034 -0.0970991 0.12175305 -0.1478209 -0.2064151 -0.2388147 -0.2461577
99151 -0.4599015 -0.6710073 -0.2443622 -1.0457584 -0.3780465 -0.6791739 -0.6576975 -0.5322221 -0.4464063 -0.4959926 -0.8449418 -0.5739843 -0.5988215 -0.4840352 -1.0009035 -0.6320632 -0.7154535 -1.2266923 -0.4933676 -0.4485302 -0.5722003 -0.9478314 -0.6839168 -0.5604649 -0.3688021 -0.4782415 -0.609231 -0.4928318 -0.4999207 -0.6553886
99152 0.24086282 0.3069054 0.45450336 0.42892362 0.34269669 0.18382931 0.2915413 0.04267093 0.38568345 0.33420608 0.23872293 0.27032148 0.31164446 0.34886141 0.17091225 0.35085363 0.27178711 0.50979688 0.41359677 0.475485 0.13222145 0.4121816 0.14841621 0.45614666 0.42270821 0.26650671 0.2590503 0.26644001 0.24348077 0.43063951
99167 0.57643462 0.66718415 0.653887 0.50890034 0.83511985 0.47125277 0.80477154 0.73979098 0.73389447 0.49800749 0.57056971 0.59475609 0.73050538 0.71710165 0.49110243 0.62432074 0.47470981 0.71407592 0.81787162 0.73986725 0.67069589 0.4434235 0.48538327 0.43768937 0.72297486 0.45607669 0.65767967 0.56613383 0.61699876 0.60433903
99209 -1.122874605 -1.512024805 -1.252292165 -1.25954088 -1.21306335 -0.947549055 -1.24220411 -1.356329185 -1.20330043 -1.709154865 -1.24797778 -0.353148865 -1.336237165 -1.19068542 -2.07109703 -1.36089108 -3.126118665 -1.23606639 -0.46817703 -1.709611125 -0.905216925 -0.88807557 -1.222904065 -1.274246125 -1.46498052 -1.403383545 -1.198073015 -1.291828695 -0.343342605 -0.787767435
99236 -1.0577174 -0.7193135 -0.8948453 -0.6530657 -0.87005 -0.7930134 -1.0646875 -0.997722 -0.9915886 -0.7001294 -0.7283246 -0.9120997 -0.8546246 -0.8173381 -0.6777522 -0.5667483 -0.8499235 -0.4730536 -0.6430226 -0.6662048 -0.4699748 -0.5789543 -0.9309665 -0.6537423 -0.3414463 -1.0034275 -0.875418 -0.7952803 -0.6735555 -0.5647412
99237 -0.8450456 -0.5692895 -0.8391512 -0.8078511 -1.0860642 -1.056951 -1.1245153 -1.1332598 -0.9780089 -0.8383824 -0.8042719 -1.072031 -0.8352975 -0.8139217 -1.1895281 -0.0346189 -0.7775421 -0.5489855 -0.6298371 -0.0176508 -1.4521452 -0.7075729 -0.7900178 -0.8070281 -0.7562368 -1.0133469 -0.9676589 -0.9739916 -1.6475304 -1.0015886
99311 -1.4130608 -1.0778854 -1.322307 -1.3212341 -1.1860007 -1.4548138 -1.3943966 -1.3550538 -1.650984 -1.3928863 -1.2865043 -1.3202996 -1.5971639 -1.6038142 -1.0735399 -1.5533668 -1.546795 -1.1943126 -1.3544643 -1.1699163 -1.491053 -1.2561106 -1.375321 -1.6465564 -1.3025123 -1.3297638 -1.6300167 -1.4762701 -1.2559156 -1.2830372
99349 -0.7199297 -0.6766167 -0.7344306 -0.7852826 -0.8012283 -0.5405141 -0.6426484 -0.7655208 -0.9818441 -0.9091244 -0.6082954 -0.535447 -0.8798969 -1.0235846 -0.8765725 -0.928116 -0.9544809 -0.5994146 -1.0611374 -1.1145975 -0.8331682 -0.8169853 -0.7038119 -0.8542416 -1.0659752 -0.6482918 -0.6888276 -0.8459962 -1.1987969 -0.7864241
99371 1.43648244 1.15063379 1.51531191 1.5059311 1.25368465 0.83074005 1.08010033 1.04763716 1.24265062 1.38425846 0.78083947 1.01601646 1.32548877 1.37201083 1.12902065 0.96197387 1.17327641 1.37605901 1.2859843 1.15329229 1.02715739 0.76101006 1.14339129 1.06582966 1.12497882 1.75161004 1.18945557 1.14759303 0.95504212 1.07385615
99375 1.2973102 1.31618576 1.15672651 0.97731465 1.20357519 1.4138615 1.1718237 1.33920541 1.01811437 0.98435719 1.30331998 1.2187 1.13980645 0.82685106 1.38495764 1.44755122 1.28299969 1.03702504 0.95553035 0.93465259 1.02171491 0.99407172 1.23595276 1.08344588 0.96836748 1.34499518 1.07114884 1.25969238 1.20875613 0.97950838
99382 -0.7805974 -0.4361713 -1.0145597 -0.5868671 -0.8520424 -0.2055721 -1.0762595 -0.8170715 -0.919295 -0.6292954 -0.3542467 -0.4168304 -0.0618791 -0.6621517 -0.6208129 -0.3913634 -0.6811162 -0.5497461 -0.6709998 -1.0416848 -0.4193469 0.10995936 -0.5577052 -0.708812 -0.5711314 -0.4034067 -0.7604512 -0.8627485 -0.5525581 -1.0084166
99412 -0.8501436 -0.657054 -0.7914964 -0.8665302 -0.9586243 -0.4338595 -0.603378 -0.5065132 -0.86166 -1.0550429 -0.4514309 -0.6499439 -1.2090947 -0.9770708 -0.7166978 -0.5275701 -0.5876877 -0.80653 -0.7573571 -0.9942772 -0.969548 -0.8966243 -0.6380337 -0.7624544 -0.8462355 -0.6522311 -0.7336426 -0.9522071 -0.3542795 -1.1568535
99470 -1.2205104 -1.7106402 -1.5792746 -1.1789577 -1.5878844 -1.5609602 -1.6323802 -1.893311 -1.2476583 -2.0741213 -1.6928551 -1.5313368 -1.9988747 -0.9886551 -1.6514467 -1.0347115 -0.7713442 -1.6011827 -0.7738478 -0.4701721 -1.6417727 -1.7611822 -1.6504842 -1.2021319 -0.6580493 -1.4425086 -1.3915138 -1.3829331 -1.4011488 -1.769293
99512 0.09419009 0.30317374 -0.1751859 -0.1233083 -0.1711592 0.34453583 0.0412726 0.15309428 -0.1338053 -0.1814157 0.27084335 -0.175618 -0.227075 -0.0344984 0.24068093 0.22363657 0.12249172 -0.2463372 -0.105693 -0.2260099 -0.1096754 0.1198607 0.12015117 -0.2970014 -0.1910005 0.27289892 -0.2272257 0.11246639 -0.0042934 -0.22692
99633 -1.0282378 -1.1133916 -0.8656857 -1.0216576 -1.2915925 -0.9948423 -1.1323631 -0.7496435 -1.1431391 -1.0285656 -1.1533664 -0.9138649 -1.5589378 -1.1631008 -0.5452732 -0.446868 -1.1010227 -1.1689423 -1.5211733 -1.1965241 -1.0457747 -1.5071867 -1.1405197 -1.2238794 -0.8975433 -1.2333049 -1.139734 -1.2646736 -1.3257663 -1.4743538
99650 0.60044208 0.6586024 0.6592121 0.57977306 0.53421677 0.77265421 0.69351624 0.68705046 0.42749462 0.55494571 0.60801512 0.62027433 0.37616836 0.33299503 0.63816278 0.57024895 0.62318266 0.06221155 0.2567794 0.29596064 0.55214588 0.56155372 0.70246582 0.54156741 0.55912387 0.83968592 0.5340876 0.70618897 0.73550583 0.30880937
99683 -0.2695159 -0.3401502 -0.15745771 -0.16171811 -0.2864529 -0.2957226 -0.2209262 -0.24960405 -0.1853296 -0.19557199 -0.1867201 -0.2097988 -0.175134935 -0.09796438 -0.2608555 -0.204425015 -0.26567905 -0.164993955 -0.28833174 -0.125275155 -0.30077935 -0.222598 -0.152891395 -0.01132757 -0.041298845 -0.41353225 -0.2098916 -0.22146885 -0.181155395 -0.13178128
99696 -0.0765719 -0.0589626 0.00814817 0.07901209 -0.1002223 0.41710503 -0.1146 -0.044009 -0.0389534 -0.1237634 0.18592679 0.09266135 0.10763804 0.02834064 0.35726878 0.08048157 0.28320426 -0.1352966 -0.2767978 -0.2160745 -0.225035 -0.1476789 0.16483513 -0.3136619 -0.2176116 0.26528844 0.15419219 -0.0218386 -0.7614504 -0.1420087
99730 0.768861735 0.80198246 0.79073309 0.681308045 0.66551865 0.93023118 0.75543503 0.903975595 0.62431289 0.71649268 0.87479535 0.90041098 0.61885622 0.610847545 0.875366415 0.883746295 0.801041505 0.52245216 0.578412455 0.54625478 0.68878535 0.70379715 0.85061423 0.713861435 0.623202585 0.815503275 0.79409451 0.817786465 0.81803423 0.66822886
99887 -0.26477697 -0.308076593 -0.428711043 -0.602743623 -0.428650323 -0.528702017 -0.267260617 -0.251755007 -0.327212133 -0.320031607 -0.420914 -0.323015777 -0.497296497 -0.450070977 -0.36496888 -0.61545292 -0.42243211 -0.366180613 -0.47018128 -0.27899685 -0.14567494 -0.353895587 -0.47193611 -0.307927757 -0.505063663 -0.145308633 -0.384323127 -0.346559163 -0.767815093 -0.674790373
99889 -0.96141325 -0.7486699 -0.9545276 -0.904651 -0.9357222 -0.89587195 -1.0629676 -0.73976975 -0.70965415 -1.024414 -0.9579759 -1.03659525 -1.1310375 -0.9197011 -0.87562225 -1.24342105 -0.81140615 -0.93947425 -0.85520565 -0.88397355 -0.6002441 -0.72878015 -0.96355445 -1.0368336 -0.77651565 -0.5104724 -0.79183915 -1.0145644 -0.8308942 -0.85835135
99929 0.214050337 0.646466463 0.200627803 0.435620057 0.35626788 0.65929785 0.338053483 0.434895947 0.265129337 0.097836383 0.496964423 0.376663647 0.596435367 0.293221393 0.460110943 0.57131895 0.605922947 0.239945763 0.534022333 0.28600174 0.279037977 0.51394693 0.5612039 0.29297554 0.229404623 0.686482487 0.43097181 0.812180113 0.829983513 0.352854267
99982 -0.2895388 -0.3877212 -0.0473861 -0.0812165 -0.6194909 0.02900578 -0.2322343 -0.3310544 -0.4942157 0.04396004 -0.1939809 0.13007355 -0.4419566 -0.4034854 -0.3415609 -0.6104827 -0.2775716 -0.2728389 -0.8553844 -0.4192464 -0.9116858 -0.7411708 -0.3477541 -0.4019856 -0.3454542 -0.6271117 -0.1842338 -0.4769511 -0.4388355 -0.5531131
100012 -1.0312997 -0.7792479 -0.8654301 -0.8177146 -0.8581082 -1.0894229 -1.0923347 -0.9717153 -0.9109204 -0.8225952 -1.0998153 -0.9704767 -1.2361752 -0.8942984 -0.9309936 -1.0208465 -1.110582 -1.0656542 -0.8647572 -0.4990054 -1.0696975 -1.0442821 -0.7979433 -0.9332146 -0.973663 -1.246942 -1.2856335 -0.8864311 -1.1276933 -1.2598466
100019 0.184379435 0.061577815 0.258505335 0.025957615 0.137226295 0.19881962 0.25943071 0.15992807 0.142107605 0.21647574 0.168648 0.37551595 0.135747635 0.181786665 0.140704835 -0.33220138 -0.153070185 0.047793985 -0.20202675 0.09521841 -0.171766355 -0.359536295 0.106753055 0.000632495 0.00640525 0.03599918 0.283416315 0.21043363 -0.098829515 0.0636568
100072 -0.4857783 -0.53807095 -0.9538322 -0.87613575 -0.5575651 -0.6688848 -0.8581213 -0.77621265 -0.8580429 -1.0582474 -0.56184125 -0.9291649 -0.5670322 -0.7072688 -0.69217725 -1.13450065 -0.76092015 -0.803071 -0.64619195 -0.59699405 -0.63142565 -0.6467886 -0.7522607 -0.5081799 -0.8946791 -0.7722215 -0.73546645 -0.74021655 -0.62093555 -0.5378401
100088 -0.8489612 -1.0518021 -1.0956044 -0.8650548 -1.0246874 -1.3572704 -0.9366683 -0.8428744 -0.911528 -1.1200788 -1.1310323 -0.9527332 -0.8762353 -1.181361 -0.9658388 -0.5084683 -1.0923251 -0.9502049 -1.0180451 -0.8225869 -0.8335964 -0.7431344 -1.0257148 -0.7864824 -1.0917704 -0.7051182 -1.1951921 -0.74379 -0.778778 -0.7943239
100121 -0.9688203 -1.4960609 -1.1651179 -1.2196613 -1.2675869 -1.1118369 -1.1338212 -1.2787309 -1.2669739 -1.1742324 -1.3700608 -1.3718717 -1.4366042 -1.4143967 -1.4674497 -1.8430156 -1.6245127 -1.3550043 -1.1955103 -1.5221395 -1.0362705 -1.6089092 -1.3513063 -1.2742278 -0.8584801 -1.1093862 -1.4345903 -1.5071791 -1.4444377 -1.5314151
100145 -0.6651117 -0.6437246 -0.7942311 -0.3825423 -0.4029605 -0.5890711 -0.5604939 -0.5318649 -0.2117851 -0.4903833 -0.2305098 -0.857201 -0.5297964 -0.4594227 -0.6423714 -0.6303586 -0.6469476 -0.5979252 -0.2663242 -0.6775417 -0.0552258 -0.5619223 -0.6188123 -0.1542327 -0.4477189 -0.579733 -0.5113179 -0.6594781 -0.4760138 -0.3748278
100155 -1.1345145 -0.9416823 -1.1703708 -0.8397489 -1.0957972 -1.0460613 -0.9289898 -1.0373009 -0.9099778 -0.9555769 -0.9623321 -1.0554705 -0.9243014 -1.0605618 -0.8952692 -0.1039298 -1.0364154 -1.7992546 -0.7057488 -0.6649682 -0.6518079 -0.8371066 -0.8814019 -0.9209416 -0.71004 -1.2160194 -0.9943647 -0.9117242 -0.637187 -0.8144894
100177 -0.65594885 -0.7221537 -0.7796932 -0.65658935 -0.54270415 -0.35573995 -0.36079955 -0.5033841 -0.7172232 -0.6077654 -0.3851853 -0.35602 -0.34988475 -0.5805902 -0.36293855 -0.75200815 -0.68075875 -0.52087855 -0.82166775 -0.7675428 -0.9083854 -0.86415305 -0.64146065 -0.72661735 -0.6381423 -0.515498 -0.30331035 -0.5933255 -0.69006125 -0.93091955
100198 0.30378144 0.02984465 0.24528511 0.14434265 0.36204078 0.00356179 0.3445176 0.24530505 0.35356819 0.10758303 0.0241464 0.27759104 0.17871316 0.2110747 -0.0230074 0.08617238 -0.0191015 0.25218648 0.13043492 0.22532435 -0.1678553 0.10359169 0.08782592 0.23301208 0.25793689 -0.1204964 0.24044156 0.04485814 0.16921563 0.16771969
100206 0.569050155 0.506682535 0.505093905 0.262026605 0.4202643 0.782249145 0.58669145 0.491318025 0.280175855 0.493917215 0.747634475 0.78175515 0.563208435 0.48413174 0.810229395 0.12709688 0.566110825 0.2053642 0.10086719 0.3867651 0.20063283 0.380811315 0.60366706 0.2396742 0.17680657 0.703150555 0.60822847 0.59941931 0.46714192 0.34720056
100226 -1.3873116 -1.4880034 -1.4608196 -2.4892902 -1.3434178 -1.0356831 -1.5058611 -1.0655226 -0.7565502 -1.7840862 -2.2326616 -1.6530719 -0.2717456 -1.8931433 -1.7123471 -1.2146926 -0.8041075 -2.3006516 -1.8656837 -1.4360847 -0.5682263 -3.1115708 -1.0433167 -1.133543 -0.5311779 -0.723572 -0.5189627 -1.4493744 -0.5122617 -2.0067325
100336 0.72632422 0.80288984 0.70983883 0.763109665 0.84410649 0.70530562 0.736890235 0.725028315 0.83281169 0.82476204 0.721957705 0.793353365 0.86478705 0.738360285 0.580065625 0.938347675 0.82298713 0.86837352 0.994508735 0.9777382 0.94790172 0.92516309 0.855922575 0.87470046 0.836205895 0.55723844 0.82143956 0.888625015 0.938776965 0.964803255
100340 -1.1296336 -1.2233285 -1.0925899 -1.2687639 -1.2830466 -0.8871762 -1.1357621 -0.8754174 -1.1626423 -0.8538754 -0.8619461 -0.9558158 -1.338706 -1.6010818 -1.1213179 -1.5583856 -0.8844968 -1.5409119 -1.6561328 -1.514025 -0.2170848 -1.0433635 -1.0039165 -1.5763 -1.2707779 -1.083856 -0.6089292 -0.808878 -1.4080016 -1.2612976
100342 0.12282358 -0.6087386 -0.4248595 -0.4881511 -0.0798815 -0.3874409 -0.5032319 0.22108702 -0.3728087 -0.2950402 -0.1229628 -0.404648 -0.3908892 -0.4965666 0.18660573 -0.3485644 -0.0303809 -0.1759138 -0.2753171 -0.6310233 -0.4144486 -0.1594344 -0.0884308 -0.375568 -0.1925375 0.19204727 -0.3727785 -0.1960848 -0.5201128 -0.0922894
100383 0.83684854 0.57452206 0.82518955 0.77456854 0.91800908 0.68787706 0.66988068 0.796039 0.96012262 0.85022901 0.82088115 0.65109421 0.7969772 0.96903827 0.56781881 0.56336588 0.85650429 0.88382275 1.09190946 0.85941384 0.83492693 0.93532031 0.77885513 0.94859358 0.85518277 0.84561816 0.6561906 0.90230721 0.58792033 0.86731488
100494 -1.0244677 -1.059564 -1.0925426 -1.2190701 -1.333696 -0.9982207 -1.0604249 -1.0991278 -1.0945385 -1.0360623 -1.0891099 -0.646068 -1.1378227 -1.0707626 -1.2952921 -1.0181227 -1.2124808 -1.047697 -0.7805526 -0.8592202 -0.8695576 -1.2227043 -1.0639551 -1.1494961 -0.8667558 -1.0715319 -1.0590637 -0.9947305 -0.8013753 -1.0799317
100515 0.61039705 0.90794819 0.66324166 0.47438164 0.64110861 1.14145108 0.91520335 1.00758567 0.31796406 0.60610283 1.06696559 0.83491376 0.49968381 0.19301062 0.97594679 0.88175596 0.92587482 0.48566625 0.2667598 0.33979818 0.42097708 1.08607019 1.02098616 0.50786354 0.42714147 1.0915671 0.65542315 0.93534938 0.89093296 0.33570791
100535 -1.0426678 -0.97385965 -0.9956242 -0.696656905 -1.26534235 -0.9412305 -0.911865655 -1.0939355 -1.1169964 -0.97342185 -0.746125205 -0.720791945 -1.1816931 -0.81657185 -0.65641213 -0.763356 -0.715533715 -0.777497215 -0.80264685 -1.8905698 -1.3747961 -0.5258446 -0.97966022 -0.72294049 -1.07818365 -1.13304465 -0.731206995 -1.19945465 -0.46929075 -1.0359206
100561 0.7764375 0.67854209 0.70133989 0.64523702 0.86366057 0.58791505 0.81833641 0.7679337 0.85047708 0.72881477 0.6947375 0.69158389 0.82957622 0.75644187 0.54989156 0.79325669 0.53080476 0.87745216 0.73755768 0.81644294 0.74665369 0.76717297 0.65764429 0.4805048 0.78131107 0.48702159 0.72049965 0.61874304 0.69026562 0.91829022
100608 -1.1018523 -1.1272312 -1.301964 -1.111032 -1.1324302 -1.1670723 -0.9555988 -1.0389571 -0.9939865 -1.0813462 -1.1283822 -1.0877305 -1.1899502 -1.1273189 -1.7530041 -1.3029586 -1.0669023 -1.1460249 -1.1289843 -1.8539041 0.06064259 -1.3504324 -1.1274739 -1.086371 -1.4435031 -1.1326629 -1.0329736 -0.6432399 -1.5467481 -1.2618339
100609 -0.6698372 -1.2724505 -0.6494431 -0.8585428 -0.7084259 -1.1047915 -0.6547258 -0.7966054 -0.7854718 -0.7379552 -0.8877016 -0.9102634 -0.8748299 -0.8514131 -1.4159548 -0.6631469 -1.0377469 -0.8469411 -0.9433156 -0.7268465 -0.9876452 -1.1472055 -1.2343934 -0.7656559 -0.5176532 -0.8950722 -0.9342942 -0.8389873 -0.4594561 -1.090985
100678 -0.4633433 -0.5646928 -0.5545098 -0.5395377 -0.5243302 -0.6278943 -0.6028193 -0.7586686 -0.543564 -0.7167694 -0.7870166 -0.4778976 -0.7246488 -0.872824 -1.0807662 -0.6084385 -0.6993231 -0.4698133 -0.770932 -0.3551647 -0.8170617 -0.7772391 -0.729851 -0.7993399 -0.6105743 -1.0121399 -0.5903455 -0.6734619 -0.6377987 -0.6855652
100683 1.16793521 1.0532589 1.21578063 1.15534518 1.36125321 1.16656093 1.01083999 1.12657047 1.40625101 1.27213637 1.29560022 1.05216322 1.18013667 1.35282951 1.15286012 1.20037901 1.01249791 1.24267038 1.16200106 1.23886015 1.3235345 1.2561962 1.14481484 1.19342684 1.30066421 0.99366989 1.13227649 1.01957879 1.14454824 1.51316078
100689 -0.5267285 -0.6479578 -0.8166845 -0.7061202 -0.6976721 -0.464813 -0.6166115 -0.7167922 -0.7044218 -0.7247943 -0.5963627 -0.3658262 -0.6735727 -0.7273831 -0.5209699 -0.9114953 -0.6893936 -0.5194686 -1.0438105 -0.7820569 -1.1076554 -0.8405 -0.7864523 -0.913263 -0.7892782 -0.8874338 -0.3549204 -0.8508339 -0.9567063 -0.7776448
100705 1.9827974 1.99352316 1.91487762 1.93606881 1.94935626 1.61533792 2.05281485 2.08863037 1.99497411 1.94586735 1.90564608 1.94690098 1.98908445 1.89050529 1.90050201 1.98029271 1.91798521 1.90764383 2.09207 1.87833592 2.03122003 2.0171174 2.0413311 1.88354168 1.89201372 1.7406362 1.8947164 2.15246608 2.12994373 2.130451
100756 0.70361621 0.58994769 0.42929242 0.69678235 0.80283765 0.38782989 0.54673322 0.76478095 0.69842057 0.3305978 0.65491485 0.50599433 0.90668139 0.7145835 0.77496563 0.64924315 0.46623947 0.62527574 0.8392132 0.54144008 0.55960884 0.73032123 0.77130054 0.71616125 0.69182426 0.66411856 0.5316979 0.69040957 0.66569112 0.87165096
100763 -0.0569651 0.07273 0.18871881 -0.2984409 0.1374735 0.1213408 0.23401383 -0.0547057 -0.2641376 0.18552903 0.21103669 0.25131635 -0.1541882 -0.0112236 0.0815255 -0.1419103 0.13145465 0.23456744 -0.0788814 -0.0339895 0.08767952 0.27526021 0.16408127 0.10779612 0.11603628 0.12709787 0.19444609 0.27153345 0.03123003 -0.0662309
